nama,fakultas,nilai_mat,nilai_kim,nilai_fis
Wayne Delagarza,STEI,76.7,48.92,53.83
Annette Pettibone,FTI,55.92,51.24,55.25
Linda Desch,FTSL,69.49,42.66,53.96
Kevin Teets,FTTM,81.32,47.21,47.48
Bill Hyman,FTTM,69.95,33.68,37.58
Jose Buck,FTMD,55.11,26.0,46.2
Alicia Felder,FTSL,42.12,52.22,52.17
William Rainey,SAPPK,89.64,48.95,44.7
Eugene Farney,FTSL,64.97,59.61,61.6
Thurman Bellows,FTSL,100.0,44.25,56.34
Roma Blair,SITHS,54.95,47.17,55.64
Patrick Berning,FTSL,77.52,46.25,64.98
Johnnie Gonzalez,STEI,74.94,33.75,40.56
Irving Prieto,FTMD,77.5,29.09,35.83
Carolina Loucks,STEI,52.11,47.16,59.47
Larry Ripp,FITB,77.61,46.5,41.17
Cynthia Kennedy,FTI,60.31,50.63,45.44
Pauline Johnson,SAPPK,87.75,32.88,41.2
Katherine Simpson,FTSL,75.23,63.83,62.81
Karla Rellihan,FTTM,77.36,41.51,49.0
Henry Holden,SAPPK,60.45,41.92,49.47
Tina Smith,FTSL,89.49,62.09,66.91
Raquel Berry,FTSL,76.06,26.25,29.16
Michael Short,FMIPA,91.57,53.43,52.65
Tonia Patten,FTTM,61.31,40.96,44.89
Russell Temple,FTTM,85.95,37.06,43.43
Ricky West,SITHS,63.34,43.92,51.99
Molly Bufford,FTI,75.3,27.25,40.5
Roy Ortiz,FMIPA,38.21,47.4,59.3
Grady Williams,FMIPA,95.58,10.1,9.11
Bertha Harris,FITB,53.31,52.58,46.67
Jacqueline Gutierrez,SITHR,60.29,64.53,60.18
Cynthia Duran,FTI,66.28,65.38,67.38
Jae Robicheaux,STEI,56.74,32.33,38.12
Linda Huey,FTTM,74.37,46.45,55.46
Jack Kleinknecht,FTI,87.47,49.66,65.96
Teresa Yates,FTSL,55.03,50.72,66.58
Katrina Mcnulty,FTTM,84.49,45.95,59.4
Sara Hebel,FMIPA,56.42,35.29,52.53
Michael Buff,FTTM,68.45,32.54,46.01
Charles Rogers,FMIPA,56.71,50.94,47.25
Jerri Hayes,FITB,79.92,40.11,56.0
Gary Thomas,FTMD,71.77,40.28,38.65
Joshua Cloutier,FTMD,76.66,37.81,57.87
Lisa Graban,STEI,78.13,47.32,37.45
Don Fultz,FITB,87.19,55.52,57.58
William Lyons,SAPPK,65.26,61.88,75.74
Yvonne Maes,FTI,47.74,47.71,54.65
Mary Robinson,STEI,66.74,47.86,43.79
Barbara Oseguera,STEI,60.75,22.99,30.41
Maria Maxwell,FTMD,73.78,59.27,72.4
Cynthia Holmes,FTI,71.74,51.03,39.87
Maxine Hartman,FTI,91.36,65.17,69.63
Janice Schuster,FTSL,54.5,41.78,53.18
James Zanella,SAPPK,72.89,60.69,63.4
Linda Pettway,FMIPA,43.36,57.36,73.85
Robert Mason,FTI,70.05,39.3,41.64
Christian Rigby,FTTM,74.51,47.43,47.07
Yolanda Barnett,FTI,54.54,39.46,35.65
Jeanne Crabtree,STEI,56.1,34.86,41.86
Joyce Spooner,FTI,78.44,42.03,61.09
Deborah Hinostroza,STEI,52.4,34.41,40.64
Bobby Carabajal,SAPPK,77.3,57.51,51.1
Erika Wells,FTTM,54.69,43.13,58.94
Martha Dillis,FTI,57.19,32.92,40.16
Stephen Mead,STEI,42.13,32.41,41.33
Stephanie Garst,FTTM,71.37,46.9,53.02
Jill Friedman,SAPPK,97.67,40.77,57.8
Michael Fennern,STEI,76.58,37.98,47.02
Ronald Corey,FTSL,57.35,50.99,64.99
Richard Smith,FTTM,84.48,30.26,41.52
Jennifer Olson,FTMD,48.06,40.03,40.81
Robin Sharon,SITHR,52.22,67.0,66.58
Christopher Huff,FTSL,79.14,36.34,40.52
Caroline Pinion,STEI,52.31,39.19,30.99
Georgia Townsend,SITHR,70.8,37.22,50.0
Michael Jackson,STEI,76.44,49.18,63.39
Mckinley Canfield,SITHR,75.57,46.18,51.82
Terry Ohalloran,FTTM,62.97,33.57,31.95
Novella Odaniel,FMIPA,48.88,34.03,43.06
Ruby Green,SITHS,64.98,50.27,68.49
Mark Walker,STEI,82.09,50.66,56.46
Stephen Reeves,SITHS,56.11,55.84,65.78
Alice Lopez,SAPPK,80.46,40.5,58.2
Elise Bennett,FTI,76.73,38.47,35.12
Joyce Ruff,FTMD,86.65,42.4,59.69
Amanda Rodriguez,FTTM,75.52,37.25,42.03
Travis Patel,FMIPA,68.56,41.21,63.23
James Furr,STEI,68.51,52.34,56.78
Brandon Barnes,FTTM,55.29,39.8,45.33
Brittany Rowland,FTI,64.5,31.08,38.99
Steven Ichikawa,FTSL,60.3,36.89,47.86
Sharon Pedigo,FTSL,90.28,25.98,37.1
Marie Torres,FTMD,72.71,39.3,57.66
Karen Aguirre,FTSL,53.42,37.33,59.14
Mary Roark,FMIPA,72.11,54.68,56.97
Margaret Manalo,STEI,80.12,37.76,44.24
Regina King,FTMD,68.69,48.26,54.37
Stephanie Richardson,STEI,59.85,21.08,33.35
Anita Craddock,SITHS,64.53,47.34,53.22
Roger Rodriguez,SITHR,54.34,47.1,62.56
Krystyna Pratt,FTTM,75.07,42.3,43.75
Marie Hicks,FTTM,81.35,48.18,50.97
Richard Bieniek,FTMD,45.88,23.04,27.26
Patricia Solar,FMIPA,83.7,44.53,63.26
Wanda Ray,FMIPA,59.69,68.98,76.96
Gwendolyn Damian,FTMD,54.89,35.11,65.97
Richard Shutts,FTSL,52.84,68.34,70.37
Nancy Duff,STEI,88.35,29.66,30.42
Daniel Parker,FMIPA,81.8,42.02,42.25
Earl Richardson,FTI,69.02,33.46,36.74
Cody Silva,STEI,42.19,43.49,49.81
Jackson Davis,FTI,81.13,42.0,50.91
Bruce Liriano,SITHR,55.51,27.46,38.05
Roy Hale,SITHS,68.62,53.07,61.57
Michael Baldwin,FTTM,52.59,64.17,65.92
John Ellison,FTI,81.83,47.71,56.02
Michael Vaughn,SITHR,70.3,37.78,54.55
Jesse Azar,FTSL,62.79,24.8,37.55
Albert Will,FMIPA,66.48,43.25,48.67
Jeff Mackey,STEI,100.0,58.89,49.56
Lucille Flores,FTMD,67.66,48.63,55.11
Jacqueline Bode,STEI,80.35,45.25,46.56
Virgil Ngo,STEI,68.38,28.11,40.71
Kimberly Cunha,FITB,88.45,67.6,74.94
Jack Anderson,SAPPK,71.28,48.18,58.45
Joe Gordon,FTSL,80.78,61.71,61.62
Tonya Allison,STEI,71.0,40.76,55.73
Zane Allen,FTI,47.87,58.17,68.92
Laura Ferrell,FTTM,48.68,49.38,42.98
Brian Tellis,FMIPA,91.94,48.58,43.39
Marvis Lambrecht,SITHS,64.42,34.32,52.5
Keneth Purvis,FMIPA,62.53,35.79,51.07
Ernest Bryant,FTMD,79.8,33.58,36.42
Samuel Castillo,FTMD,72.68,49.24,66.82
David Mcdaniel,FTTM,61.3,54.24,64.0
Karen Walden,FTI,67.23,50.73,57.72
Hattie Pickering,FMIPA,65.23,58.57,62.07
Justin Jaramillo,SITHS,88.37,36.3,35.11
Alva Garrett,FTSL,60.71,68.29,64.31
Lisa Mcmanus,FTTM,76.27,28.72,39.18
Peggy Mitchell,STEI,73.64,49.2,56.72
James Humphreys,STEI,92.72,48.42,57.6
Richard Milner,FTMD,49.76,67.31,71.7
David Olivarez,STEI,72.73,26.46,29.03
Benjamin Merrithew,FMIPA,44.72,45.7,47.57
Doris Gaden,SITHS,78.99,66.39,72.41
Jeffrey Buerger,FITB,95.22,33.52,47.83
Bonnie Zabel,SITHR,93.02,65.95,69.95
Diana Rasmussen,FTI,84.22,54.67,64.77
Judith Sierra,FTSL,56.63,44.95,43.76
Emmett Anderson,FTSL,79.44,51.21,41.5
Issac Johnson,FTMD,53.54,30.89,47.86
Janice Boyer,FMIPA,67.79,28.57,41.99
Wayne Weiss,FITB,60.85,47.12,36.57
Jonathan Mauro,STEI,53.35,46.67,58.85
Thomas Hvizdos,SITHR,54.14,40.93,49.06
Leslie Crow,FMIPA,46.11,41.62,45.64
Wendy Martin,STEI,77.31,36.58,47.88
Gregory Holmes,FITB,73.73,50.67,53.76
John Nelson,FITB,72.14,43.37,46.71
James Austin,FTI,59.91,31.41,37.28
Ashley Miller,FTMD,55.0,55.33,64.38
Jordan Johnson,SAPPK,66.29,45.41,52.09
Carrie Johnson,STEI,40.36,46.99,51.3
Robert Sherman,FTMD,44.47,57.95,58.46
Pauline Hamilton,SITHS,83.61,39.08,46.84
Josephina Armenta,FTMD,57.22,41.58,52.17
George Wade,FTI,100.0,43.49,51.64
William Lasky,STEI,65.21,57.11,69.19
Paul Wilson,SITHS,69.71,55.0,58.37
John Pena,FTI,79.88,62.67,50.41
Jacob Berdan,SAPPK,83.02,60.59,72.11
Lois Corbo,STEI,75.29,39.74,43.47
Alex Varner,FTTM,71.56,56.88,56.68
Samuel Lacoss,FTSL,79.84,25.46,42.71
Frank Frisina,FTSL,62.35,40.39,41.36
Delbert Salvietti,FTI,66.05,34.79,34.49
Brad Senegal,FITB,72.0,41.92,46.47
Crystal Phillips,FTI,86.98,43.25,42.93
Karen Vinson,STEI,66.51,39.26,51.62
William Jones,SITHS,82.18,52.92,60.58
Brian Gracia,FTSL,73.55,29.87,38.18
Matthew Robinson,FTSL,75.17,49.13,66.64
Lucy Dunn,FTMD,80.07,47.32,48.11
Deborah Sisson,FMIPA,64.28,66.03,63.95
Casey Silbaugh,SITHR,81.42,33.21,32.64
Erin Reynolds,SAPPK,93.88,45.69,56.81
Tammie Criner,FTI,81.43,36.79,43.89
Donald Rousselle,FTMD,62.59,45.23,51.45
Luke Wardinsky,FTI,65.24,30.08,32.29
Tiffany Burmside,SITHS,69.94,46.71,59.52
Angela Parikh,FTSL,80.19,31.23,40.91
Nick Neeley,FTMD,66.18,62.5,63.35
Julia Kowis,FTTM,94.25,47.2,48.85
Orlando Thompson,FTI,78.71,58.1,71.28
Shanna Pfeiffer,FTI,85.42,54.89,61.6
Claudia Campbell,FITB,61.05,41.78,49.54
Anastasia Arnold,FTI,96.73,62.22,59.6
Thomas Llamas,FITB,60.17,55.69,62.78
Elizabeth Davis,FTI,63.74,47.96,52.39
Herbert Brund,FTSL,81.46,40.52,49.02
Norman Rivas,STEI,51.59,45.6,51.44
Steven Harvey,FTI,74.21,50.7,60.38
Wesley Uran,FTMD,72.44,25.52,41.49
Joseph Figueroa,SAPPK,70.12,49.17,57.51
Joy Snead,FTI,51.92,41.12,61.76
Natasha Seaton,SITHS,71.98,47.32,55.97
Maggie Marcum,STEI,42.42,42.35,52.96
Tammie Marshall,FITB,54.16,35.78,44.28
Isaac Pyles,STEI,53.79,46.96,66.65
Sarah Blanchard,FTTM,59.33,44.73,50.26
Misty Woody,STEI,79.04,55.78,74.61
James Styer,FMIPA,59.82,40.14,52.73
William Miller,SITHR,55.04,64.11,65.96
Raymond Bryant,FTI,74.15,44.85,57.95
Anthony Salinas,FITB,79.1,42.93,57.41
Stanley Robison,FTSL,77.29,51.59,55.86
Elizabeth Belcher,STEI,77.07,54.54,68.9
Nancy Winders,FITB,58.32,51.52,53.43
Melissa Brock,SITHS,73.43,55.86,66.14
Christopher Vito,FITB,63.33,49.54,56.11
Betty Magoon,FTSL,79.53,35.87,45.61
Russell Fulmer,SAPPK,40.4,49.03,49.38
Jeannette Anna,SITHS,48.73,30.65,47.15
Bernie Varner,STEI,66.47,49.72,67.95
Thomas Pohl,FTMD,76.53,69.8,66.95
Alicia Eaton,FITB,47.99,30.92,50.61
Thomas Arterburn,FTSL,79.07,32.94,34.77
James Hinton,FTSL,85.53,65.0,70.8
Jeffery Collins,FITB,56.41,30.22,28.17
Sara Lovette,FMIPA,73.73,56.71,61.43
Mary Ivancic,FMIPA,60.45,40.3,68.81
Vivian Broun,FMIPA,60.67,39.3,53.14
Ivory Klima,SAPPK,49.06,64.64,54.53
Juanita Johnson,FMIPA,57.41,56.46,68.06
Frances Collins,FMIPA,63.83,51.39,52.13
Juan Riggan,FTSL,65.44,53.93,56.5
Richard Johnson,FTTM,77.63,51.3,49.91
Chun Tate,FTSL,69.04,51.99,65.86
Brandon Smoot,FTI,63.29,33.52,56.64
James Bennett,STEI,60.85,35.86,50.86
Michael Mcguire,STEI,86.71,48.54,55.74
Karen Tice,STEI,60.72,33.7,31.21
Walter Munn,FTSL,49.1,50.99,69.57
Jacob Gross,SAPPK,62.94,51.35,70.74
Aileen Bradley,FTTM,57.87,63.05,61.97
Florence Delgado,FMIPA,62.37,22.71,39.29
Lizzie Dardar,FTTM,76.27,54.78,54.8
Emmett Austin,FITB,60.1,45.14,57.32
Luis Gonzalez,STEI,46.39,44.53,49.64
Lisa Call,FMIPA,56.27,44.98,70.39
Michael Dickinson,FTSL,48.85,49.54,50.85
Michael Wright,FTI,82.9,29.6,38.48
Brian Boles,FTI,50.73,24.33,29.47
Earl Akins,FTSL,65.03,38.27,39.03
Lois Crumley,SAPPK,77.29,47.71,61.48
Jonathan Stevenson,FTTM,60.32,32.79,45.0
Anthony Hardnett,SITHR,69.5,32.93,46.84
Antionette Guth,FITB,87.49,25.59,39.37
Larry Bynum,STEI,53.46,60.07,63.85
Jeanna Jennings,FTSL,57.76,43.4,43.98
Eugene Latham,FTSL,64.73,44.39,49.46
Wallace Loew,FTMD,86.94,44.93,44.47
Billy Lien,SAPPK,97.39,41.18,56.58
Angela Kerwood,FTMD,67.99,53.39,52.89
Kelly Canby,FMIPA,57.74,49.67,55.62
Stephen Cook,FMIPA,63.24,34.92,51.12
Adam Shipman,SAPPK,66.38,61.04,59.86
Kent Ray,FTSL,92.71,41.34,48.63
William Mimms,SITHR,79.62,50.02,59.0
Mike Marino,SITHR,61.25,15.9,37.47
Teresa Vazquez,SITHR,88.71,35.74,37.06
Elvira Milton,FMIPA,53.22,55.26,56.8
Jennifer Richards,FTI,73.28,50.81,63.19
Cruz Bowman,SITHS,56.42,41.46,51.64
Michael Gibson,FITB,74.96,59.41,71.53
Christopher Aiken,FMIPA,61.02,44.56,54.61
Mary Caldwell,FTI,76.47,46.82,64.43
Christina Harris,FMIPA,59.89,50.33,62.71
Robert Williams,SAPPK,74.49,33.81,51.99
Sterling Cavanagh,FTMD,84.21,51.12,66.09
Sarah Cramer,STEI,68.19,49.55,61.18
David Tibbs,FTSL,92.66,43.57,48.67
Charles Drabant,FTI,77.12,56.33,69.79
Fallon Hawkins,FTSL,50.36,34.75,34.41
Sarah Shipman,FTI,70.75,34.68,50.65
Alma Askew,FTSL,48.86,34.82,35.15
Garret Roberts,FTTM,76.29,54.44,59.13
Cassandra Armour,STEI,74.26,55.27,60.92
Harold Clinton,FTI,62.68,55.55,54.38
Gerald Ross,FTSL,56.34,56.2,63.84
Carl Holloway,SAPPK,73.83,55.85,61.13
Martha Frazier,SITHS,98.5,45.01,45.76
William Smith,FTI,75.29,59.88,63.73
Jenifer Cockrell,FTMD,68.7,39.59,44.63
James Wrenn,FTSL,53.95,63.16,73.26
Essie Camacho,FTMD,52.96,31.15,54.31
Grace Shea,FTSL,77.02,48.13,64.63
Betty Berlin,FTI,58.89,42.96,50.0
George Burns,FTMD,80.77,56.65,58.09
Richard Offerdahl,FITB,63.79,25.9,48.72
Manuel Little,STEI,87.3,39.56,48.56
Kelli Kellar,FMIPA,84.3,49.48,50.19
Veronica Cotrell,SITHS,62.68,31.37,26.34
Michelle Edwards,SITHR,76.85,55.25,50.32
Maria Cosentino,FTI,68.69,64.36,69.2
Donovan Mckillip,FITB,71.04,50.0,72.58
Joann Flipp,SAPPK,79.72,56.26,52.13
Ellen Bradley,FMIPA,71.65,44.42,58.12
Hubert Hauck,FMIPA,53.46,41.05,39.6
Tamara Diaz,FMIPA,80.41,40.38,45.18
Erica Villarreal,FTSL,72.38,53.65,60.04
Melanie Bond,STEI,98.22,47.74,52.37
George Walker,FTMD,61.26,31.64,37.85
George Washington,FTSL,39.94,53.61,53.39
Pauline Hill,FTSL,55.5,33.59,50.55
Carolyn Kestner,FTMD,75.22,51.14,57.39
Alvaro Maisonet,FTTM,91.29,53.41,53.91
Robert Garza,FTI,71.38,36.79,39.69
Sarah Alvarado,STEI,51.17,32.43,41.14
Dorothy Windle,FTMD,64.85,62.56,79.7
Lester Ditch,FTI,97.23,40.42,45.27
Mary Morton,FTSL,74.56,19.48,19.83
Joan Dennis,FTMD,67.09,58.66,71.21
Connie Wiggins,FTI,83.54,41.71,51.57
Holly Fusco,FTMD,68.06,41.14,49.8
David Crabtree,SITHS,63.32,45.6,42.02
Johnette Cobb,FTMD,64.3,38.05,46.28
Pearlene Applegate,FITB,87.94,68.57,79.48
Amy Paynes,FTI,40.49,56.61,51.52
Jermaine Martinez,FITB,59.74,54.27,52.59
Zetta Hawk,SITHR,83.32,24.81,22.9
Deborah Mcclintock,FTTM,75.89,49.97,69.36
Thomas Tyree,FTSL,74.13,63.61,66.17
Linda Bowman,FTSL,59.51,45.69,61.02
Teresa Mcguire,STEI,76.95,52.95,62.38
Julie Abell,STEI,76.47,33.77,40.65
Beverley Burton,FTTM,95.43,57.66,54.6
Lesa Sinclair,STEI,100.0,37.72,40.86
Carolyn Breit,STEI,92.71,37.09,47.55
Keith Blanks,FTI,71.67,44.95,59.16
Melvina Powers,SITHS,72.59,14.19,12.94
Stephen Simpson,FTSL,77.12,62.77,62.02
Cynthia Morley,FMIPA,74.34,37.97,49.15
Judith Vinck,STEI,67.42,63.85,73.78
Thomas Mclaughlin,SAPPK,54.8,57.12,74.86
Paul Moore,STEI,77.58,17.29,31.84
Kristen Mills,FTMD,56.59,28.1,32.02
Margaret Garcia,FTTM,74.28,24.73,31.67
Charles Bittner,FTTM,71.08,42.4,48.92
Michael Glaze,STEI,90.34,56.24,58.86
David Blanchard,SITHR,90.08,43.77,58.93
Ramon Hargenrader,FTI,56.24,52.77,45.39
Evelyn Hughes,FTSL,90.78,29.73,43.57
Miguel Bihm,FTMD,77.81,56.01,65.91
David Katz,FTMD,100.0,42.72,46.56
Susan Meier,STEI,69.11,58.92,59.57
Tommy Conder,SITHS,73.76,25.32,37.8
Mabel Roberts,SITHR,70.2,54.43,60.76
Jaime Robinson,FTI,66.19,38.39,54.05
Jacques Nielsen,FTSL,89.07,23.82,26.31
Emmanuel Loesch,FTTM,70.74,39.41,50.91
Marilyn Watts,SAPPK,56.62,60.45,62.39
Minerva Ham,STEI,51.2,28.73,41.73
Opal Goodman,FTI,50.64,40.91,49.79
Joseph Jones,STEI,54.75,60.53,55.68
Harold Beverly,STEI,66.2,39.19,50.1
Leslie Bussey,FTI,78.07,30.74,39.39
Richard Khouri,FTSL,65.2,49.27,65.98
Juan Coffman,FTI,71.27,52.66,56.8
Felicia Gibson,SITHR,51.52,35.99,55.22
Stacey Wilborn,FTI,68.97,62.88,70.33
Tamara Bailey,SITHR,57.87,46.21,47.43
Michael Leclair,FTI,70.67,37.25,49.92
Ernest Newberg,FTI,79.05,39.83,53.41
Jessica Myers,FMIPA,59.62,28.01,40.88
James Donohoe,FMIPA,66.02,49.42,69.64
Julie Garcia,FITB,61.45,57.52,62.09
Alma Sullivan,FMIPA,79.09,52.05,61.19
Cherie May,FTMD,70.1,44.21,50.9
Eugene Berlin,FTMD,86.18,51.39,71.37
Eula Jacoby,FTTM,76.29,48.83,61.94
Roger Rice,FTI,82.12,51.12,54.79
Leslie Hatton,FTMD,78.8,54.38,61.83
Mark Grant,FTMD,94.31,44.79,47.75
Frederick Paradee,STEI,55.0,25.32,39.44
Manuel Landers,SITHS,80.43,32.28,40.39
Judith Keyser,FITB,71.71,29.93,39.27
Jina Clark,STEI,97.57,45.95,53.85
Virginia Hammond,FTTM,70.51,34.66,47.2
Chester Gordon,STEI,70.96,40.54,45.65
James Dawson,FMIPA,78.4,21.3,38.14
Derrick Daugherty,FTTM,68.24,60.51,63.92
Mary Rudzik,FTTM,67.04,58.93,63.07
Sandra Hernandes,SITHS,53.17,37.52,51.06
Ramon Hodge,FTI,62.71,30.07,40.71
Matthew Lindsay,STEI,62.33,35.14,55.58
James Hale,FITB,78.1,31.68,41.96
Vicky Mulligan,SAPPK,87.04,51.37,59.52
Sally Capps,FTTM,47.37,58.59,65.7
Edith Mitchell,FTMD,67.09,59.04,67.29
Allan Warren,FITB,71.36,29.56,39.7
Agnes Carr,FTI,57.14,57.26,63.83
Christine Livingston,FITB,95.03,53.15,64.84
Eugene Paull,FTTM,75.7,40.45,55.03
Vicky Born,SITHS,59.43,31.8,36.06
George Terry,FTSL,76.48,36.65,44.85
Roland Treible,SAPPK,65.74,32.49,52.35
Howard Martinez,FTTM,80.54,44.13,44.59
Holly Larsen,STEI,59.99,47.29,37.9
Shannon Diaz,FTMD,88.18,39.04,56.12
Jonathan Cappello,FTTM,96.51,41.2,59.04
Judy Thompson,FTI,62.81,42.68,52.35
James Griffin,FTMD,82.31,44.09,45.75
Patricia Spicer,FTMD,43.02,54.14,64.95
Toni Graham,FTSL,81.58,36.94,55.0
Dorothy Mcmillian,SITHR,60.21,40.45,39.4
Thomas Noyes,FTI,54.41,29.62,35.87
Leonard Fish,FTI,75.22,51.99,69.77
Thelma Zappulla,FTMD,58.25,46.84,51.88
Herbert Nguyen,SITHR,53.53,37.98,47.94
Beatrice Reisinger,SAPPK,69.37,57.51,66.27
Tamara Lafollette,FMIPA,77.55,53.61,54.03
Deborah Hugle,FTMD,67.92,50.99,67.04
Mary Huston,FTTM,64.48,48.23,61.8
Ludivina Hernandez,FMIPA,62.85,34.17,45.96
Christi Reyna,FTTM,62.64,53.33,54.41
Linda Robertson,FTTM,64.28,59.48,85.59
Deborah Crawford,STEI,79.2,42.42,51.62
Margarita Proctor,FTTM,94.44,54.92,76.46
Martina Sumler,FTI,69.36,28.49,27.8
Anthony Hardy,SAPPK,83.81,43.88,52.71
Tracy Quon,FTI,75.58,53.35,47.6
Lynda Tedrick,FTI,91.87,40.41,52.96
Peter Mcfarling,STEI,72.96,70.77,73.38
Man Fulkerson,FTTM,86.0,48.58,58.95
Velma Johnson,FTI,69.86,46.59,66.47
Mary Fontaine,FTI,68.15,43.18,61.5
David Kirkwood,FTI,72.24,37.06,36.58
Tanisha Mischke,FTI,97.39,34.09,38.63
Angela Costa,SAPPK,87.81,39.08,48.77
Ella Barbosa,FTI,65.53,60.22,61.37
Richard Deegan,FTI,65.16,45.01,45.94
Anna Sherman,FITB,55.62,45.37,61.14
James Pope,SAPPK,70.88,45.46,58.44
Jose Robinson,STEI,69.77,53.27,57.5
Kevin Robey,FTI,67.5,27.87,25.97
Jessica Fraser,FTMD,32.56,40.49,54.12
My Webb,FMIPA,71.36,19.36,34.75
Jose Lott,STEI,69.07,30.63,33.48
Tammy Melchor,FTI,68.2,49.81,52.67
Frank Hardebeck,FTI,55.56,55.05,66.43
Deborah Ibarra,SAPPK,44.41,60.75,64.69
Annabell Preslipsky,STEI,73.81,40.0,45.36
Patricia Backus,FMIPA,75.98,67.32,60.51
Cindy Beatty,FTI,50.35,49.85,56.07
Jeffrey Foster,STEI,62.16,23.3,25.72
Alex Mack,FTI,73.1,27.26,46.03
Joseph Parsons,FTI,59.37,48.09,47.21
Harry Anderson,FMIPA,100.0,31.46,34.2
Sylvia Patten,STEI,76.09,43.95,53.88
Leslie Zimmerman,FTMD,81.71,49.25,61.55
Richard Thomas,FTTM,74.71,22.49,29.68
Deann Wyatt,SAPPK,66.98,58.48,67.53
Robert Smith,SAPPK,72.75,56.27,61.83
Pauline Bauman,FTSL,55.4,43.87,54.9
Shameka Williams,FMIPA,70.54,34.51,37.06
Mary Torres,FTSL,100.0,53.2,64.54
Matthew Cuccia,SITHS,87.98,53.15,57.98
Dennis Larrick,SITHR,58.43,39.17,30.78
Barbara Tantillo,FTSL,72.35,34.21,51.72
Jennifer Lebovic,FTTM,89.28,36.45,39.58
Sandra Crosby,SAPPK,73.5,48.81,59.74
Helena Marsh,FTSL,74.78,30.29,44.16
Michael Troise,FITB,82.54,30.42,44.63
Eddie Barry,FTMD,65.88,72.55,80.71
Helen Spearman,STEI,73.38,24.07,42.16
Rebecca Czajkowski,FTI,53.34,35.17,45.92
Frank Marriner,FTI,95.23,39.14,42.23
Loyd Davies,FTSL,54.22,44.04,47.02
Karen Mckenzie,FTMD,77.0,44.81,51.37
Mattie Fleming,STEI,65.18,30.92,43.94
Amy Lutz,STEI,95.31,46.04,50.91
Frances Robinson,FTSL,85.57,53.43,66.52
Richard Brown,STEI,65.54,47.08,55.63
David Stpierre,FTSL,62.29,42.23,50.72
Brian Roemmich,SITHR,77.03,40.34,57.43
Angelina Gilmore,FMIPA,66.58,44.25,48.79
Alanna Garris,FMIPA,60.63,50.81,59.1
Robert Peters,FTSL,59.25,59.02,69.96
Catherine Cooper,SITHR,78.87,46.36,59.85
Leanne Schenck,SITHR,56.81,47.04,65.96
Kim Ide,FTSL,59.31,20.65,37.26
Shawn Little,FTTM,57.48,58.97,61.94
Beverly Goodwin,FMIPA,71.99,40.02,48.73
Lupita Kane,FMIPA,67.83,45.44,42.23
Herman Powell,FTI,91.3,55.45,59.49
Daisy Mcvay,FTTM,66.98,36.71,47.01
Demetrius Shaw,FMIPA,68.82,50.06,66.71
Thomas Toone,FTTM,54.95,36.56,41.78
Leonard Jamerson,FTSL,84.91,39.72,42.86
Lynda Phillips,SITHR,81.29,45.33,54.34
Scott Russell,FMIPA,75.53,48.38,42.07
Alison Fryer,FTMD,78.38,78.83,78.68
Leonard Walker,FTSL,81.27,43.78,43.38
Deborah Fields,STEI,70.49,32.02,38.77
Reginald Krueger,FMIPA,77.01,39.54,37.81
Patricia Wood,SITHS,59.42,47.92,70.19
Valerie Daniels,SAPPK,74.25,44.31,47.86
Charles Stubbs,FTSL,76.45,47.73,61.26
Henry Siegel,FTMD,94.84,47.79,53.07
Elisabeth Greer,SITHS,64.04,69.75,69.22
Sandra Ramos,STEI,70.78,66.84,72.23
Beatrice Peterson,FTSL,54.58,36.49,54.81
Linda Russo,FTSL,64.86,50.77,55.83
Mary Rogers,FTSL,68.63,35.07,39.3
David Byler,FTMD,72.62,40.23,42.14
Dorothy Sonoski,FTI,81.31,50.53,58.93
Suzanne Smith,FTTM,79.51,35.16,55.96
Mindy Bourne,STEI,59.01,45.63,44.34
Elizabeth Haynes,FTSL,68.33,40.53,45.08
Linda Mcpherson,SAPPK,48.93,40.64,38.89
William Vanner,FTI,64.15,32.86,46.15
Harriet Roux,FTMD,68.99,47.02,52.05
Thomas Lamborn,FMIPA,90.93,41.5,43.62
Miranda Caudill,FTTM,84.07,60.47,69.02
Julia Stacy,FTI,96.21,51.67,66.17
Jose Balch,FTMD,71.19,41.32,37.22
Jean Rhea,STEI,70.73,30.26,47.68
Brian Hancock,FTMD,68.39,34.53,38.59
Mae Reitan,FTI,91.03,29.69,42.1
Dwayne Wilcox,FTMD,87.3,37.26,56.26
William Green,FTI,63.92,38.82,42.63
Teresa Rose,STEI,72.87,57.46,67.24
Charles Giese,STEI,78.28,34.9,30.81
Scott Davis,FTI,78.28,27.77,43.04
Taylor Mcsween,SITHR,63.24,30.93,32.9
Kathleen Parkhurst,FTTM,63.31,56.38,67.07
Michelle Bacich,FTMD,68.42,42.85,53.48
Opal Lindsey,FTI,58.48,46.22,49.21
Jason Schulte,SAPPK,74.71,46.77,56.14
Randall Means,FMIPA,85.85,38.35,45.94
Francis Kirkpatrick,FMIPA,81.61,14.92,28.23
Florence Thomas,STEI,81.78,51.76,66.63
Helen Krahn,FTTM,97.32,55.23,66.74
Christopher Barnes,FTI,54.82,38.6,40.01
Suzanne Stien,FTTM,53.88,30.63,40.77
Melissa Watson,FMIPA,72.25,37.68,50.22
Alexander Beman,FITB,55.34,41.06,53.45
Jason Dinkel,FTSL,50.04,30.47,33.67
Jay Hamilton,FTTM,81.38,35.72,46.05
Beverly Selby,FTSL,79.47,48.79,55.35
